VehicleId,brand + Model,MPGe,MPG,HP,drivetrain,cost_vehicle,cost_fuel,cost_maintenance,emit_vehicleprod,emit_batteryprod,emit_fuelprod,emit_fuelcons,Brands,Brandsid
35880,Land Rover Range Rover SVA,-1,16,557.0,AWD,1575.0,243.0,224.0,55.4,,134.0,544.0,Land,25
35881,Land Rover Range Rover LWB SVA,-1,15,557.0,AWD,1852.0,254.0,252.0,57.3,,140.0,570.0,Land,25
35883,Land Rover Range Rover Sport SVR,-1,17,518.0,AWD,768.0,228.0,142.0,52.0,,126.0,511.0,Land,25
35884,BMW 745e xDrive,56,22,389.0,AWD,790.0,139.0,149.0,48.3,9.09,165.0,240.0,BMW,4
35885,McLaren Automotive 720S Coupe (2020),-1,18,710.0,RWD,2624.0,220.0,330.0,36.0,,121.0,494.0,McLaren,32
35886,McLaren Automotive 720S Spider (2020),-1,18,710.0,RWD,2764.0,220.0,344.0,36.8,,121.0,494.0,McLaren,32
35894,Chevrolet Spark Manual,-1,32,98.0,FWD,118.0,91.8,76.1,28.7,,65.4,267.0,Chevrolet,9
35895,Chevrolet Spark ACTIV Manual,-1,32,98.0,FWD,144.0,92.8,78.8,28.8,,66.1,270.0,Chevrolet,9
35896,Chevrolet Spark ACTIV Auto,-1,33,98.0,FWD,154.0,90.9,79.7,29.2,,64.7,265.0,Chevrolet,9
35897,Chevrolet Spark Auto,-1,33,98.0,FWD,127.0,90.0,77.1,29.0,,64.0,262.0,Chevrolet,9
35899,Hyundai Accent Auto,-1,36,120.0,FWD,145.0,82.4,78.9,32.2,,58.7,240.0,Hyundai,18
35900,Hyundai Accent Manual,-1,33,120.0,FWD,135.0,90.9,77.9,30.8,,64.7,265.0,Hyundai,18
35901,Hyundai Venue,-1,31,121.0,FWD,165.0,95.3,80.9,31.7,,67.9,277.0,Hyundai,18
35902,Hyundai Tucson FWD,-1,25,161.0,FWD,208.0,119.0,85.2,37.4,,84.9,346.0,Hyundai,18
35903,Kia Telluride FWD,-1,22,291.0,FWD,282.0,134.0,92.8,44.0,,95.1,388.0,Kia,23
35904,Audi SQ5,-1,20,349.0,AWD,464.0,190.0,111.0,45.4,,105.0,427.0,Audi,3
35905,Hyundai Tucson AWD 2.0L,-1,23,161.0,AWD,241.0,128.0,88.6,38.6,,91.3,372.0,Hyundai,18
35906,Hyundai Tucson AWD 2.4L,-1,23,181.0,AWD,220.0,130.0,86.5,38.4,,92.3,377.0,Hyundai,18
35907,Kia Telluride AWD,-1,21,291.0,AWD,300.0,142.0,94.6,45.1,,101.0,413.0,Kia,23
35908,McLaren Automotive 570S Coupe (2020),-1,18,562.0,RWD,1689.0,220.0,235.0,36.6,,121.0,494.0,McLaren,32
35910,McLaren Automotive 570S Spider (2020),-1,18,562.0,RWD,1832.0,220.0,250.0,37.4,,121.0,494.0,McLaren,32
35911,McLaren Automotive 600LT Spider (2020),-1,18,592.0,RWD,2251.0,220.0,292.0,35.7,,121.0,494.0,McLaren,32
35915,Volvo S60 FWD,-1,27,250.0,FWD,331.0,143.0,97.7,40.7,,78.8,322.0,Volvo,45
35916,Volvo S60 AWD,-1,25,250.0,AWD,371.0,155.0,102.0,41.3,,85.4,349.0,Volvo,45
35917,Volvo S90 AWD,-1,25,316.0,AWD,452.0,155.0,110.0,44.6,,85.4,349.0,Volvo,45
35918,Volvo V60 FWD,-1,27,250.0,FWD,359.0,143.0,101.0,41.5,,78.8,322.0,Volvo,45
35919,Volvo V60 CC AWD,-1,25,250.0,AWD,399.0,152.0,105.0,43.3,,83.9,342.0,Volvo,45
35921,Volvo V90 FWD,-1,26,250.0,FWD,455.0,149.0,110.0,42.8,,82.0,335.0,Volvo,45
35922,Volvo V90 AWD,-1,25,316.0,AWD,482.0,155.0,113.0,44.5,,85.4,349.0,Volvo,45
35923,Volvo V90 CC AWD,-1,24,316.0,AWD,507.0,164.0,116.0,44.8,,90.2,368.0,Volvo,45
35925,Volvo XC60 FWD,-1,25,250.0,FWD,366.0,156.0,101.0,43.1,,86.0,351.0,Volvo,45
35926,Volvo XC40 FWD,-1,26,248.0,FWD,296.0,113.0,94.1,41.0,,80.6,329.0,Volvo,45
35928,Volvo XC60 AWD,-1,24,250.0,AWD,386.0,163.0,103.0,44.2,,89.7,366.0,Volvo,45
35930,Volvo XC40 AWD,-1,25,187.0,AWD,313.0,154.0,95.9,40.0,,84.9,346.0,Volvo,45
35932,Volvo XC90 FWD,-1,24,250.0,FWD,430.0,159.0,108.0,46.2,,87.4,357.0,Volvo,45
35933,Land Rover Range Rover Diesel,-1,24,254.0,AWD,860.0,130.0,151.0,50.9,,79.2,365.0,Land,25
35934,Land Rover Range Rover Sport,-1,24,254.0,AWD,698.0,130.0,135.0,49.3,,79.2,365.0,Land,25
35935,Mercedes-Benz AMG GLE53 4matic Plus,-1,20,429.0,AWD,635.0,197.0,128.0,51.9,,108.0,441.0,Mercedes-Benz,33
35936,Mercedes-Benz AMG GLE53 4matic Plus Coupe,-1,20,429.0,AWD,671.0,193.0,132.0,52.0,,106.0,434.0,Mercedes-Benz,33
35937,Volvo XC90 AWD,-1,22,250.0,AWD,452.0,174.0,110.0,47.4,,95.6,390.0,Volvo,45
35956,MINI Cooper Convertible Manual,-1,30,134.0,FWD,240.0,128.0,88.5,34.0,,70.7,289.0,MINI,29
35957,MINI Cooper Hardtop 2 door Manual,-1,30,134.0,FWD,197.0,128.0,84.1,32.5,,70.7,289.0,MINI,29
35959,MINI Cooper Hardtop 4 door Manual,-1,30,134.0,FWD,205.0,128.0,85.0,33.4,,70.7,289.0,MINI,29
35960,Subaru Impreza 4-Door Manual,-1,26,152.0,AWD,165.0,115.0,80.9,34.7,,81.6,333.0,Subaru,41
35961,Subaru Impreza 4-Door Auto,-1,31,152.0,AWD,176.0,95.8,82.0,35.2,,68.2,279.0,Subaru,41
35962,Subaru Impreza Sport 4-Door,-1,30,152.0,AWD,207.0,98.0,85.2,36.0,,69.8,285.0,Subaru,41
35963,Subaru Impreza 5-Door Manual,-1,27,152.0,AWD,169.0,112.0,81.3,34.8,,79.5,324.0,Subaru,41
35964,Subaru Impreza 5-Door Auto,-1,31,152.0,AWD,181.0,95.8,82.5,35.3,,68.2,279.0,Subaru,41
35965,Subaru Impreza Sport 5-Door Manual,-1,25,152.0,AWD,202.0,119.0,84.6,35.5,,84.9,346.0,Subaru,41
35966,Subaru Impreza Sport 5-Door Auto,-1,30,152.0,AWD,211.0,99.1,85.6,36.1,,70.5,288.0,Subaru,41
35968,Mercedes-Benz GLB250,-1,26,221.0,FWD,334.0,148.0,98.0,40.1,,81.6,333.0,Mercedes-Benz,33
35986,Toyota Corolla Hatchback Manual,-1,31,169.0,FWD,180.0,94.8,82.5,35.3,,67.5,276.0,Toyota,43
35987,Toyota Corolla Hatchback Auto,-1,36,169.0,FWD,190.0,84.0,83.4,35.3,,59.8,245.0,Toyota,43
35988,Toyota Corolla Hatchback XSE,-1,33,169.0,FWD,216.0,90.0,86.1,35.3,,64.0,262.0,Toyota,43
35989,BMW 740i xDrive,-1,23,335.0,AWD,788.0,170.0,144.0,46.2,,93.7,382.0,BMW,4
35990,Chevrolet Colorado 4WD Diesel 2.8L,-1,22,181.0,AWD,406.0,143.0,105.0,47.1,,86.9,400.0,Chevrolet,9
35993,GMC Canyon 4WD Diesel,-1,22,181.0,AWD,366.0,143.0,101.0,46.3,,86.9,400.0,GMC,15
35994,Infiniti QX80 2WD,-1,16,400.0,RWD,606.0,238.0,126.0,55.3,,131.0,534.0,Infiniti,19
35995,Infiniti QX80 4WD,-1,15,400.0,AWD,633.0,254.0,128.0,56.8,,140.0,570.0,Infiniti,19
35997,Tesla Model S Long Range Plus (2020),117,-1,557.0,AWD,609.0,33.4,83.9,36.6,50.0,127.0,,Tesla,42
35998,Mercedes-Benz GLC350e 4matic (2020),68,25,315.0,AWD,399.0,111.0,110.0,45.7,10.2,149.0,176.0,Mercedes-Benz,33
35999,Audi R8,-1,15,602.0,AWD,1726.0,250.0,239.0,40.1,,138.0,560.0,Audi,3
36000,Audi R8 Spyder,-1,15,602.0,AWD,1826.0,250.0,249.0,42.3,,138.0,560.0,Audi,3
36002,Ferrari 812 Superfast,-1,14,789.0,RWD,2984.0,285.0,366.0,40.0,,157.0,639.0,Ferrari,12
36003,Ferrari F8 Tributo,-1,17,710.0,RWD,2413.0,233.0,308.0,39.8,,128.0,522.0,Ferrari,12
36006,Lamborghini Huracan,-1,15,610.0,AWD,2293.0,260.0,296.0,39.9,,143.0,581.0,Lamborghini,24
36008,Lamborghini Huracan 2WD,-1,15,610.0,RWD,1830.0,260.0,249.0,38.3,,143.0,581.0,Lamborghini,24
36012,Ferrari Portofino,-1,18,612.0,RWD,2150.0,211.0,282.0,40.3,,116.0,474.0,Ferrari,12
36014,Audi RS 5,-1,21,444.0,AWD,662.0,187.0,131.0,43.5,,103.0,420.0,Audi,3
36015,Ferrari Roma,-1,19,612.0,RWD,1954.0,204.0,262.0,38.5,,112.0,457.0,Ferrari,12
36016,Audi A6 quattro 3.0L,-1,25,335.0,AWD,525.0,156.0,117.0,45.2,,86.0,351.0,Audi,3
36017,Audi A7 quattro,-1,25,335.0,AWD,607.0,156.0,126.0,45.8,,86.0,351.0,Audi,3
36019,Kia Stinger AWD 2.0L,-1,24,255.0,AWD,310.0,161.0,95.5,41.0,,88.5,361.0,Kia,23
36020,Kia Stinger RWD 2.0L,-1,25,255.0,RWD,290.0,156.0,93.6,39.8,,86.0,351.0,Kia,23
36021,Kia Stinger AWD 3.3L,-1,20,365.0,AWD,367.0,194.0,101.0,42.6,,107.0,436.0,Kia,23
36023,Kia Stinger RWD 3.3L,-1,20,365.0,RWD,347.0,194.0,99.4,41.4,,107.0,436.0,Kia,23
36024,Kia Forte 1.6L Auto,-1,30,201.0,FWD,199.0,99.1,84.4,35.5,,70.5,288.0,Kia,23
36025,Kia Forte 1.6L Manual,-1,28,201.0,FWD,204.0,108.0,84.9,34.8,,76.5,313.0,Kia,23
36027,Kia Forte 2.0L Auto,-1,33,147.0,FWD,165.0,90.1,80.9,34.1,,64.1,262.0,Kia,23
36028,Kia Forte 2.0L Manual,-1,31,147.0,FWD,157.0,97.0,80.1,32.5,,69.1,282.0,Kia,23
36029,Audi A8 L ICEV 3.0L,-1,20,335.0,AWD,759.0,192.0,141.0,49.3,,105.0,430.0,Audi,3
36030,BMW 740i,-1,25,335.0,RWD,762.0,156.0,141.0,45.0,,86.0,351.0,BMW,4
36032,Hyundai Sonata Hybrid Blue,-1,52,192.0,FWD,244.0,57.6,88.8,36.5,41.0,41.0,169.0,Hyundai,18
36034,Hyundai Sonata 1.6L 180HP,-1,31,180.0,FWD,247.0,97.0,89.2,36.7,,69.1,282.0,Hyundai,18
36036,Subaru Forester AWD,-1,29,182.0,AWD,218.0,104.0,86.2,38.5,,73.8,302.0,Subaru,41
36037,Toyota RAV4 Prime 4WD,94,38,302.0,AWD,269.0,52.8,98.0,42.4,13.7,126.0,70.5,Toyota,43
36039,Lexus LC 500 Convertible,-1,18,471.0,RWD,887.0,211.0,154.0,47.5,,116.0,473.0,Lexus,26
36040,Hyundai Sonata 2.5L 191HP,-1,31,191.0,FWD,207.0,97.0,85.2,35.8,,69.1,282.0,Hyundai,18
36042,Acura RDX FWD,-1,24,272.0,FWD,335.0,158.0,98.1,41.3,,87.2,356.0,Acura,0
36046,Infiniti QX50,-1,25,268.0,FWD,333.0,152.0,97.9,41.7,,83.7,342.0,Infiniti,19
36047,Acura RDX AWD,-1,23,272.0,AWD,353.0,165.0,99.9,43.2,,91.0,371.0,Acura,0
36049,Infiniti QX50 AWD,-1,24,268.0,AWD,351.0,158.0,99.7,42.8,,87.2,356.0,Infiniti,19
36050,Volvo XC90 AWD PHEV,56,27,400.0,AWD,514.0,116.0,121.0,49.9,7.88,159.0,184.0,Volvo,45
36051,Porsche Cayenne Turbo S e-Hybrid (2020),39,18,670.0,AWD,1373.0,188.0,209.0,54.8,10.7,201.0,342.0,Porsche,38
36052,Porsche Cayenne Turbo S e-Hybrid Coupe (2020),39,18,670.0,AWD,1400.0,188.0,212.0,54.8,10.7,201.0,342.0,Porsche,38
36053,BMW X5 xDrive45e,50,20,389.0,AWD,508.0,130.0,122.0,53.2,18.2,220.0,171.0,BMW,4
36054,Toyota Prius,-1,52,121.0,FWD,215.0,57.2,86.0,33.9,40.7,40.7,167.0,Toyota,43
36055,Toyota Prius AWD,-1,49,121.0,AWD,238.0,60.7,88.3,35.5,1.1,43.2,177.0,Toyota,43
36058,Chevrolet Colorado 2WD Diesel 2.8L,-1,24,181.0,RWD,406.0,135.0,105.0,44.7,,82.0,377.0,Chevrolet,9
36059,GMC Canyon 2WD Diesel 2.8L,-1,24,181.0,RWD,366.0,135.0,101.0,44.7,,82.0,377.0,GMC,15
36060,Volkswagen Atlas Cross Sport 3.6L,-1,20,276.0,FWD,330.0,149.0,97.6,45.3,,106.0,434.0,Volkswagen,44
36061,Toyota Prius Prime,133,54,121.0,FWD,208.0,41.5,89.3,36.5,6.67,77.2,76.1,Toyota,43
36064,BMW 230i xDrive Coupe,-1,24,248.0,AWD,333.0,159.0,97.9,39.1,,87.4,357.0,BMW,4
36065,BMW 228i xDrive Gran Coupe,-1,27,228.0,AWD,331.0,145.0,97.7,39.2,,79.7,325.0,BMW,4
36066,BMW M235i xDrive Gran Coupe,-1,26,301.0,AWD,399.0,146.0,105.0,31.6,,80.6,329.0,BMW,4
36068,Rolls-Royce Dawn,-1,14,563.0,RWD,3129.0,273.0,381.0,56.5,,150.0,612.0,Rolls-Royce,40
36070,Chevrolet Malibu 1.5L,-1,32,160.0,FWD,194.0,93.8,83.9,35.9,,66.8,273.0,Chevrolet,9
36071,MINI Cooper Countryman,-1,29,134.0,FWD,255.0,134.0,90.0,34.0,,73.8,302.0,MINI,29
36072,MINI Cooper Countryman All4,-1,26,134.0,AWD,273.0,146.0,91.8,35.7,,80.6,329.0,MINI,29
36073,MINI Cooper S Clubman Manual,-1,26,189.0,FWD,262.0,151.0,90.8,37.4,,82.9,338.0,MINI,29
36074,MINI Cooper S Countryman,-1,27,189.0,FWD,280.0,141.0,92.5,34.9,,77.6,317.0,MINI,29
36075,MINI Cooper S Countryman All4,-1,26,189.0,AWD,298.0,148.0,94.3,36.5,,81.6,333.0,MINI,29
36076,MINI Cooper S Clubman All4,-1,26,189.0,AWD,289.0,146.0,93.4,39.2,,80.6,329.0,MINI,29
36077,MINI John Cooper Works Clubman All4,-1,26,228.0,AWD,347.0,148.0,99.3,39.8,,81.6,333.0,MINI,29
36079,MINI John Cooper Works Countryman All4,-1,26,228.0,AWD,364.0,150.0,101.0,37.4,,82.6,337.0,MINI,29
36080,Rolls-Royce Wraith,-1,14,624.0,RWD,2896.0,273.0,357.0,54.3,,150.0,612.0,Rolls-Royce,40
36082,Volkswagen Passat,-1,28,174.0,FWD,211.0,106.0,85.5,37.4,,75.2,307.0,Volkswagen,44
36083,Genesis G90 AWD 3.3L,-1,20,365.0,AWD,662.0,197.0,131.0,49.6,,108.0,442.0,Genesis,16
36084,Genesis G90 RWD 3.3L,-1,20,365.0,RWD,640.0,197.0,129.0,48.5,,108.0,442.0,Genesis,16
36085,Genesis G90 AWD 5.0L,-1,19,420.0,AWD,695.0,208.0,135.0,50.9,,114.0,466.0,Genesis,16
36086,Genesis G90 RWD 5.0L,-1,19,420.0,RWD,673.0,205.0,132.0,49.7,,113.0,459.0,Genesis,16
36087,Genesis G80 AWD 2.5L,-1,25,300.0,AWD,446.0,154.0,109.0,47.1,,84.9,346.0,Genesis,16
36088,Genesis G80 RWD 2.5L,-1,26,300.0,RWD,419.0,146.0,107.0,45.9,,80.6,329.0,Genesis,16
36090,Genesis G80 AWD 3.5L,-1,21,375.0,AWD,546.0,185.0,119.0,48.8,,102.0,414.0,Genesis,16
36091,Genesis G80 RWD 3.5L,-1,22,375.0,RWD,519.0,176.0,117.0,47.1,,96.8,395.0,Genesis,16
36092,Rolls-Royce Phantom,-1,15,563.0,RWD,3993.0,264.0,468.0,56.5,,145.0,590.0,Rolls-Royce,40
36094,Subaru Legacy AWD 2.5L,-1,30,182.0,AWD,201.0,99.1,84.5,38.9,,70.5,288.0,Subaru,41
36095,Subaru Legacy AWD 2.4L,-1,27,260.0,AWD,302.0,110.0,94.8,41.2,,78.5,320.0,Subaru,41
36096,Rolls-Royce Cullinan,-1,15,563.0,AWD,2896.0,264.0,357.0,59.9,,145.0,590.0,Rolls-Royce,40
36098,Honda Odyssey,-1,22,280.0,FWD,279.0,134.0,92.4,46.3,,95.6,390.0,Honda,17
36099,BMW X3 sDrive30i,-1,27,248.0,RWD,377.0,145.0,102.0,42.5,,79.6,325.0,BMW,4
36101,Jeep Compass FWD,-1,25,180.0,FWD,210.0,118.0,85.4,36.4,,83.9,342.0,Jeep,21
36102,Lexus NX 300,-1,24,235.0,FWD,330.0,158.0,97.6,42.6,,87.2,356.0,Lexus,26
36103,Mazda CX-30 2WD,-1,28,186.0,FWD,192.0,106.0,83.6,36.8,,75.6,309.0,Mazda,31
36104,Jeep Compass 4WD,-1,25,180.0,AWD,223.0,119.0,86.8,37.5,,84.9,346.0,Jeep,21
36105,Lexus NX 300h AWD,-1,32,194.0,AWD,352.0,94.4,99.9,43.6,67.2,67.2,275.0,Lexus,26
36106,Lexus NX 300 AWD,-1,24,235.0,AWD,342.0,158.0,98.8,43.5,,87.2,356.0,Lexus,26
36107,Lexus NX 300 AWD F Sport,-1,24,235.0,AWD,360.0,161.0,101.0,43.5,,88.4,361.0,Lexus,26
36108,Mazda CX-30 4WD,-1,27,186.0,AWD,204.0,112.0,84.9,38.0,,79.5,324.0,Mazda,31
36109,Subaru Outback AWD 2.5L,-1,29,182.0,AWD,235.0,104.0,88.0,40.0,,73.8,302.0,Subaru,41
36110,Subaru Outback AWD 2.4L,-1,26,260.0,AWD,308.0,116.0,95.4,42.1,,82.6,337.0,Subaru,41
36112,BMW X5 sDrive40i,-1,23,335.0,RWD,521.0,168.0,117.0,49.8,,92.3,377.0,BMW,4
36113,BMW X6 sDrive40i,-1,23,335.0,RWD,571.0,168.0,122.0,48.6,,92.3,377.0,BMW,4
36114,BMW X5 xDrive40i,-1,23,335.0,AWD,541.0,170.0,119.0,50.1,,93.8,383.0,BMW,4
36115,BMW X5 M50i,-1,18,523.0,AWD,727.0,211.0,138.0,53.3,,116.0,474.0,BMW,4
36116,BMW X5 M,-1,15,567.0,AWD,922.0,260.0,158.0,54.7,,143.0,581.0,BMW,4
36118,BMW X6 xDrive40i,-1,23,335.0,AWD,591.0,170.0,124.0,49.4,,93.8,383.0,BMW,4
36119,BMW X6 M50i,-1,18,523.0,AWD,757.0,211.0,141.0,52.2,,116.0,474.0,BMW,4
36120,BMW X6 M,-1,15,567.0,AWD,953.0,260.0,161.0,51.7,,143.0,581.0,BMW,4
36123,BMW X7 xDrive40i,-1,21,335.0,AWD,657.0,184.0,131.0,54.2,,101.0,413.0,BMW,4
36124,BMW X7 M50i,-1,17,523.0,AWD,876.0,224.0,153.0,56.6,,123.0,502.0,BMW,4
36125,BMW Alpina XB7,-1,17,612.0,AWD,1240.0,224.0,190.0,58.3,,123.0,502.0,BMW,4
36126,Mercedes-Benz AMG GLE63 S 4matic Plus,-1,17,603.0,AWD,1000.0,233.0,165.0,54.1,,128.0,522.0,Mercedes-Benz,33
36127,BMW 230i Coupe Manual,-1,25,248.0,RWD,315.0,155.0,96.1,38.0,,85.4,349.0,BMW,4
36135,BMW M2 Competition Coupe Manual,-1,20,405.0,RWD,517.0,190.0,116.0,39.8,,105.0,427.0,BMW,4
36138,Chevrolet Camaro 6.2L Manual,-1,16,455.0,RWD,307.0,238.0,95.3,40.5,,131.0,534.0,Chevrolet,9
36139,Chevrolet Camaro 6.2L Auto,-1,16,455.0,RWD,321.0,246.0,96.7,40.5,,135.0,551.0,Chevrolet,9
36142,Chevrolet Camaro 2.0L Manual,-1,22,275.0,RWD,228.0,171.0,87.3,37.7,,94.4,385.0,Chevrolet,9
36143,Chevrolet Camaro 2.0L Auto,-1,25,275.0,RWD,241.0,154.0,88.6,37.7,,84.9,346.0,Chevrolet,9
36145,BMW 530i,-1,28,248.0,RWD,476.0,137.0,112.0,41.1,,75.6,309.0,BMW,4
36147,MINI Cooper S Clubman Auto,-1,29,189.0,FWD,276.0,134.0,92.1,37.6,,74.0,302.0,MINI,29
36148,BMW X1 xDrive28i,-1,26,228.0,AWD,328.0,148.0,97.4,40.7,,81.6,333.0,BMW,4
36149,BMW X1 sDrive28i,-1,27,228.0,FWD,311.0,141.0,95.6,39.4,,77.6,317.0,BMW,4
36150,Cadillac XT4 FWD,-1,26,235.0,FWD,314.0,146.0,96.0,40.3,,80.5,329.0,Cadillac,8
36151,Cadillac XT6 FWD 2.0L,-1,23,235.0,FWD,421.0,165.0,107.0,46.0,,91.0,371.0,Cadillac,8
36153,Chevrolet Blazer FWD,-1,25,227.0,FWD,301.0,121.0,94.7,41.3,,86.0,351.0,Chevrolet,9
36154,BMW X3 xDrive30i,-1,25,248.0,AWD,395.0,152.0,104.0,43.4,,83.7,342.0,BMW,4
36157,BMW X3 M40i,-1,23,382.0,AWD,497.0,165.0,114.0,45.6,,91.0,371.0,BMW,4
36158,BMW X4 xDrive30i,-1,25,248.0,AWD,453.0,152.0,110.0,44.2,,83.7,342.0,BMW,4
36159,BMW X4 M40i,-1,23,382.0,AWD,541.0,165.0,119.0,45.7,,91.0,371.0,BMW,4
36160,Cadillac XT5 AWD 2.0L,-1,23,235.0,AWD,404.0,165.0,105.0,44.1,,91.0,371.0,Cadillac,8
36161,Cadillac XT6 AWD 2.0L,-1,23,235.0,AWD,439.0,168.0,109.0,47.7,,92.3,377.0,Cadillac,8
36168,Jeep Wrangler 2dr 4WD,-1,20,285.0,AWD,248.0,150.0,89.3,42.8,,107.0,436.0,Jeep,21
36169,Jeep Wrangler 4dr 4WD,-1,19,285.0,AWD,279.0,155.0,92.5,44.4,,110.0,449.0,Jeep,21
36170,Toyota Venza AWD,-1,39,219.0,AWD,285.0,77.2,93.0,40.8,1.1,55.0,225.0,Toyota,43
36171,GMC Acadia FWD 2.5L,-1,23,193.0,FWD,262.0,128.0,90.7,42.4,,91.0,371.0,GMC,15
36172,GMC Acadia FWD 2.0L,-1,25,230.0,FWD,341.0,121.0,98.7,42.4,,86.0,351.0,GMC,15
36173,GMC Acadia AWD 2.0L,-1,24,230.0,AWD,323.0,124.0,96.9,44.7,,88.4,361.0,GMC,15
36175,BMW Z4 M40i,-1,25,382.0,RWD,559.0,154.0,121.0,38.6,,84.9,346.0,BMW,4
36176,BMW 230i Convertible,-1,27,248.0,RWD,367.0,145.0,101.0,40.4,,79.7,325.0,BMW,4
36177,BMW M2 Competition Coupe Auto,-1,19,405.0,RWD,542.0,208.0,119.0,39.8,,114.0,466.0,BMW,4
36179,BMW 840i Coupe,-1,26,335.0,RWD,772.0,150.0,142.0,42.5,,82.6,337.0,BMW,4
36180,BMW 840i xDrive Coupe,-1,23,335.0,AWD,798.0,170.0,145.0,43.7,,93.7,382.0,BMW,4
36181,BMW 840i xDrive Convertible,-1,23,335.0,AWD,880.0,170.0,153.0,45.9,,93.7,382.0,BMW,4
36183,Nissan GT-R,-1,18,565.0,AWD,996.0,211.0,165.0,41.9,,116.0,474.0,Nissan,35
36186,Hyundai Veloster N Auto,-1,23,275.0,FWD,296.0,132.0,94.2,36.9,,93.7,382.0,Hyundai,18
36187,Hyundai Veloster N Manual,-1,24,275.0,FWD,283.0,122.0,92.8,35.7,,87.2,356.0,Hyundai,18
36188,Mercedes-Benz AMG CLA35 4matic,-1,25,302.0,AWD,420.0,156.0,107.0,39.0,,86.0,351.0,Mercedes-Benz,33
36190,Mercedes-Benz CLA250 4matic,-1,27,221.0,AWD,350.0,141.0,99.6,38.8,,77.6,317.0,Mercedes-Benz,33
36191,Mercedes-Benz CLA250,-1,29,221.0,FWD,332.0,134.0,97.8,37.8,,74.0,302.0,Mercedes-Benz,33
36192,BMW X2 xDrive28i,-1,27,228.0,AWD,339.0,144.0,98.5,40.3,,79.5,324.0,BMW,4
36193,BMW X2 M35i,-1,26,301.0,AWD,408.0,150.0,105.0,40.7,,82.6,337.0,BMW,4
36194,BMW 530i xDrive,-1,26,248.0,AWD,496.0,146.0,114.0,42.0,,80.6,329.0,BMW,4
36195,BMW 540i xDrive,-1,26,335.0,AWD,542.0,148.0,119.0,43.5,,81.6,333.0,BMW,4
36196,BMW M5,-1,17,600.0,AWD,908.0,224.0,156.0,45.2,,123.0,502.0,BMW,4
36197,BMW M5 Competition,-1,17,617.0,AWD,970.0,224.0,162.0,45.9,,123.0,502.0,BMW,4
36199,BMW M8 Gran Coupe,-1,17,600.0,AWD,1141.0,224.0,180.0,47.0,,123.0,502.0,BMW,4
36202,Chevrolet Malibu 2.0L,-1,26,250.0,FWD,293.0,115.0,93.8,36.7,,82.0,335.0,Chevrolet,9
36204,Toyota Avalon,-1,25,301.0,FWD,315.0,118.0,96.1,39.5,,83.9,342.0,Toyota,43
36205,Toyota Avalon Hybrid,-1,43,215.0,FWD,325.0,69.3,97.1,38.8,49.4,49.4,202.0,Toyota,43
36207,Toyota Avalon AWD,-1,28,205.0,AWD,315.0,105.0,96.1,39.6,,74.8,305.0,Toyota,43
36208,Toyota Avalon TRD,-1,24,301.0,FWD,376.0,123.0,102.0,40.2,,87.4,357.0,Toyota,43
36209,Rolls-Royce Ghost,-1,14,563.0,AWD,2737.0,268.0,341.0,54.8,,148.0,601.0,Rolls-Royce,40
36212,Nissan Titan 2WD,-1,18,400.0,RWD,321.0,215.0,96.7,55.6,,118.0,482.0,Nissan,35
36213,Jeep Gladiator 4WD Auto,-1,19,285.0,AWD,312.0,157.0,95.8,48.4,,112.0,457.0,Jeep,21
36214,Nissan Titan 4WD,-1,17,400.0,AWD,349.0,224.0,99.5,56.6,,123.0,502.0,Nissan,35
36215,Nissan Titan 4WD PRO-4X,-1,17,400.0,AWD,441.0,228.0,109.0,57.7,,126.0,511.0,Nissan,35
36216,Cadillac XT5 FWD 3.6L,-1,22,310.0,FWD,437.0,138.0,108.0,43.0,,98.2,400.0,Cadillac,8
36217,Cadillac XT6 FWD 3.6L,-1,22,310.0,FWD,463.0,138.0,111.0,46.6,,98.2,400.0,Cadillac,8
36218,Cadillac XT5 FWD 2.0L,-1,25,235.0,FWD,386.0,156.0,103.0,42.3,,86.0,351.0,Cadillac,8
36220,Lexus RX 350 L,-1,22,295.0,FWD,421.0,138.0,107.0,46.8,,98.2,400.0,Lexus,26
36221,Toyota RAV4,-1,30,203.0,FWD,229.0,99.1,87.3,37.9,,70.5,288.0,Toyota,43
36224,Cadillac XT5 AWD 3.6L,-1,21,310.0,AWD,455.0,143.0,110.0,44.7,,102.0,414.0,Cadillac,8
36225,Cadillac XT6 AWD 3.6L,-1,21,310.0,AWD,481.0,145.0,113.0,48.3,,103.0,420.0,Cadillac,8
36226,Cadillac XT4 AWD,-1,25,235.0,AWD,336.0,156.0,98.2,41.8,,86.0,351.0,Cadillac,8
36227,Chevrolet Blazer AWD,-1,22,308.0,AWD,329.0,138.0,97.4,45.1,,98.2,400.0,Chevrolet,9
36228,Jeep Wrangler 4dr EcoDiesel 4WD,-1,25,260.0,AWD,344.0,129.0,99.0,46.3,,78.2,360.0,Jeep,21
36230,Lexus RX 350 L AWD,-1,21,295.0,AWD,434.0,145.0,108.0,48.1,,103.0,420.0,Lexus,26
36232,Toyota RAV4 AWD,-1,28,203.0,AWD,241.0,106.0,88.6,38.9,,75.6,309.0,Toyota,43
36234,Toyota RAV4 AWD TRD OFFROAD,-1,28,203.0,AWD,314.0,108.0,96.0,40.2,,76.5,313.0,Toyota,43
